ACO_ID,ACO_NAME,STATE,YEAR,N_AB,PREVIOUS_SAVINGS_RATE,PREVIOUS_QUALITY_SCORE,PREVIOUS_PERFORMANCE_GAP_PCT,EXPENDITURE_GROWTH_PCT,BENCHMARK_GROWTH_PCT,BENEFICIARY_GROWTH_PCT,QUALITY_CHANGE,RISK_PROBABILITY,RISK_PREDICTION,RISK_LABEL,RISK_PROBABILITY_PCT,FORECASTED_NEXT_YEAR_SAVINGS_RATE,FORECASTED_NEXT_YEAR_SAVINGS_RATE_PCT,SAVINGS_FORECAST_CATEGORY,TWIN_1_ACO_ID,TWIN_1_ACO_NAME,TWIN_1_STATE,TWIN_1_YEAR,TWIN_1_SIMILARITY_SCORE,TWIN_1_SAVINGS_RATE_PCT,TWIN_1_OUTPERFORMING,TWIN_1_OUTPERFORMANCE_GAP_PCT,TWIN_2_ACO_ID,TWIN_2_ACO_NAME,TWIN_2_STATE,TWIN_2_YEAR,TWIN_2_SIMILARITY_SCORE,TWIN_2_SAVINGS_RATE_PCT,TWIN_2_OUTPERFORMING,TWIN_2_OUTPERFORMANCE_GAP_PCT,TWIN_3_ACO_ID,TWIN_3_ACO_NAME,TWIN_3_STATE,TWIN_3_YEAR,TWIN_3_SIMILARITY_SCORE,TWIN_3_SAVINGS_RATE_PCT,TWIN_3_OUTPERFORMING,TWIN_3_OUTPERFORMANCE_GAP_PCT,TWIN_4_ACO_ID,TWIN_4_ACO_NAME,TWIN_4_STATE,TWIN_4_YEAR,TWIN_4_SIMILARITY_SCORE,TWIN_4_SAVINGS_RATE_PCT,TWIN_4_OUTPERFORMING,TWIN_4_OUTPERFORMANCE_GAP_PCT,TWIN_5_ACO_ID,TWIN_5_ACO_NAME,TWIN_5_STATE,TWIN_5_YEAR,TWIN_5_SIMILARITY_SCORE,TWIN_5_SAVINGS_RATE_PCT,TWIN_5_OUTPERFORMING,TWIN_5_OUTPERFORMANCE_GAP_PCT,TOP5_AVG_SAVINGS_RATE_PCT,TOP5_MEDIAN_SAVINGS_RATE_PCT,TOP5_WEIGHTED_SAVINGS_RATE_PCT,TOP5_BEST_SAVINGS_RATE_PCT,TOP5_WORST_SAVINGS_RATE_PCT,OUTPERFORMING_TWIN_COUNT,OUTPERFORMING_TWIN_RATE,BEST_OUTPERFORMING_TWIN_ID,BEST_OUTPERFORMING_TWIN_NAME,BEST_OUTPERFORMING_TWIN_YEAR,BEST_OUTPERFORMING_TWIN_SIMILARITY,BEST_OUTPERFORMING_TWIN_SAVINGS_RATE_PCT,BEST_OUTPERFORMING_TWIN_GAP_PCT,TWIN_RECOMMENDATION
A00431,Cedar Provider Alliance Group,Ohio,2024,13671,0.051075,75.7073,-3.6043,-2.076,-2.0246,-5.2787,-0.398,0.1769019172127973,0,LOW RISK,17.69,0.0124754110813899,1.2475411081389916,MODERATE SAVINGS,A02004,Horizon Health Partners Alliance,Michigan,2020,60.17786622751193,-0.9363,False,-0.0340999999999999,A02333,Lakeside Medical Group Alliance,Florida,2019,55.87693221942487,-0.9022,False,0.0,A06146,Blue Ridge Wellness Physician Alliance,Pennsylvania,2020,54.388646939307215,-1.2504,False,-0.3481999999999999,A02692,Meadow Medical Group Medical Center,Wisconsin,2021,54.30824288891307,3.8614,True,4.7636,A02403,Summit Health Alliance Collaborative,New York,2021,54.25563825449127,1.7576,True,2.6598,0.50602,-0.9022,0.46701745068118,3.8614,-1.2504,2,0.4,A02692,Meadow Medical Group Medical Center,2021.0,54.30824288891307,3.8614,4.7636,Use outperforming Twin as benchmark
A00432,Heritage Community Care Alliance,Michigan,2024,19794,-0.000925,70.0883,4.8,9.4457,2.7294,1.0717,-3.2797,0.0940671227116432,0,LOW RISK,9.41,-0.0012247476590819,-0.1224747659081913,LOW SAVINGS,A01049,WellSpring Health Partners Network,Wisconsin,2020,60.09973455591325,0.0635,False,0.0,A06989,Mountain View Provider Alliance Care Network,North Carolina,2019,55.68295001527771,0.1065,True,0.043,A04204,Eastgate Medical Group Care Network,Georgia,2019,55.68295001527771,0.1065,True,0.043,A02740,Beacon Health Network Medical Center,Tennessee,2021,51.731077446904855,-0.1516,False,-0.2151,A06208,Green Valley Healthcare Group,New York,2018,51.731077446904855,-0.1516,False,-0.2151,-0.0053399999999999,0.0635,-2.9321096867466423e-05,0.1065,-0.1516,2,0.4,A06989,Mountain View Provider Alliance Care Network,2019.0,55.68295001527771,0.1065,0.043,Use outperforming Twin as benchmark
A00433,Springfield Health Alliance Group,Colorado,2024,16304,-0.016161,79.1751,2.4505,-1.1827,3.3691,1.8084,-0.9353,0.1260493528822613,0,LOW RISK,12.6,0.002577358360621,0.2577358360621012,MODERATE SAVINGS,A07369,Evergreen Health Collaborative Collaborative,Washington,2022,100.0,0.3918,False,0.0,A01660,Community Care Partners Collaborative,Pennsylvania,2018,100.0,0.3918,False,0.0,A01829,Mountain View Medical Group Group,Maryland,2023,64.31913855647798,4.1388,True,3.747,A04478,Grandview Physician Network Physician Alliance,Florida,2019,59.042123301811245,-2.1923000000000004,False,-2.5841000000000003,A05149,Highland Health Partners Group,Maryland,2018,59.042123301811245,-2.1923000000000004,False,-2.5841000000000003,0.1075599999999999,0.3918,0.22407740138742,4.1388,-2.1923000000000004,1,0.2,A01829,Mountain View Medical Group Group,2023.0,64.31913855647798,4.1388,3.747,Use outperforming Twin as benchmark
A00434,Westfield Clinical Partners Alliance,Virginia,2024,31039,0.001676,89.1117,4.121,-8.004,-0.2129,-3.4164,4.2052,0.0608184243942984,0,LOW RISK,6.08,0.0345294525433883,3.452945254338836,HIGH SAVINGS,A03281,Maplewood Care Alliance,Tennessee,2018,55.29429096129116,4.2519,False,0.0,A01364,Lakeside Health Partners Group,Pennsylvania,2018,55.29429096129116,4.2519,False,0.0,A05701,Clearview Physician Network Physician Alliance,Connecticut,2019,55.29429096129116,4.2519,False,0.0,A05397,Summit Integrated Health Group,Massachusetts,2019,55.282133366577,0.2693,False,-3.9826,A06226,Community Medical Collaborative,Colorado,2020,53.757661077368354,3.1166,False,-1.1353000000000002,3.22832,4.2519,3.22907529187375,4.2519,0.2693,0,0.0,,,,,,,Use TOP-5 Twin benchmark
A00435,Riverside Community Care Partners,Connecticut,2024,23223,0.138682,79.1723,-1.8878,-4.6262,-4.0544,6.5068,0.3828,0.0882919451760035,0,LOW RISK,8.83,0.0589821069814673,5.898210698146734,HIGH SAVINGS,A00718,Community Health Partners Care Network,North Carolina,2018,100.0,5.8791,False,0.0,A02289,Cedar Physician Network Health System,New York,2019,100.0,5.8791,False,0.0,A05045,Eastgate Medical Group Physician Alliance,Texas,2023,50.289273019553534,5.5445,False,-0.3346000000000002,A00039,Valley Care Alliance Medical Center,Colorado,2021,49.2901580921756,6.253400000000001,True,0.3743000000000003,A04621,Clearview Health Alliance,Pennsylvania,2021,46.14736097322693,6.5164,True,0.6372999999999996,6.0145,5.8791,5.96885939753656,6.5164,5.5445,2,0.4,A04621,Clearview Health Alliance,2021.0,46.14736097322693,6.5164,0.6372999999999996,Use outperforming Twin as benchmark
A00436,Gateway Health Alliance Care Network,Missouri,2024,22687,-0.04098,83.6024,-4.8622,0.3907,-6.9288,-4.3661,1.3784,0.4768908860288611,1,HIGH RISK,47.69,-0.0234672044518195,-2.346720445181958,LOW SAVINGS,A04766,Springfield Physicians Association,Minnesota,2023,100.0,-2.0272,True,0.9662,A01857,Valley Health Alliance Group,Massachusetts,2023,53.58917843339699,-2.1453,True,0.8480999999999999,A00504,Brookside Health Collaborative Physician Alliance,North Carolina,2023,52.511439219923936,-4.5016,False,-1.5082000000000002,A01193,Heartland Physicians Alliance,Arizona,2022,52.511439219923936,-4.5016,False,-1.5082000000000002,A02465,Meadow Physician Network Physician Alliance,Maryland,2022,49.22709558223348,-2.9934,False,0.0,-3.23382,-2.9934,-3.04643588872106,-2.0272,-4.5016,2,0.4,A04766,Springfield Physicians Association,2023.0,100.0,-2.0272,0.9662,Use outperforming Twin as benchmark
A00438,WellSpring Medical Physician Alliance,Illinois,2024,113506,0.108104,73.1567,2.0861,0.3974,-7.2372,-8.555,-3.035,0.0685596600756141,0,LOW RISK,6.86,0.0317092286841272,3.170922868412726,HIGH SAVINGS,A00317,Blue Ridge Physicians Association,Massachusetts,2022,100.0,2.6035,False,-0.0387000000000001,A04408,Summit Clinical Partners Group,Arizona,2018,100.0,2.6035,False,-0.0387000000000001,A03471,Riverbend Medical Group Medical Center,Arizona,2021,34.583776474943136,4.0697,True,1.4274999999999995,A00027,Highland Care Network Physician Alliance,Oregon,2018,33.61852739766664,2.6422,False,0.0,A06620,Grandview Integrated Health Medical Center,Virginia,2020,33.61852739766664,2.6422,False,0.0,2.91221999999999,2.6422,2.78012401519398,4.0697,2.6035,1,0.2,A03471,Riverbend Medical Group Medical Center,2021.0,34.583776474943136,4.0697,1.4274999999999995,Use outperforming Twin as benchmark
A00441,Gateway Medical Partners Collaborative,Wisconsin,2024,19447,-0.016237,79.2126,1.2937,-0.9975,2.4772,-2.7385,-0.9315,0.1639901889866677,0,LOW RISK,16.4,0.0037754215500347,0.3775421550034701,MODERATE SAVINGS,A00140,Community Community Care Alliance,Illinois,2018,100.0,1.1039,True,0.6820999999999999,A01881,Highland Integrated Health Physician Alliance,Minnesota,2022,100.0,1.1039,True,0.6820999999999999,A07114,Riverbend Physicians Physician Alliance,Tennessee,2022,65.70781127418557,-0.5488,False,-0.9706,A03064,Crestview Healthcare Care Network,Wisconsin,2021,65.70781127418557,-0.5488,False,-0.9706,A04988,Oakridge Care Partners Physician Alliance,Florida,2020,64.46868828083231,0.4218,False,0.0,0.3064,0.4218,0.44420047537114,1.1039,-0.5488,2,0.4,A00140,Community Community Care Alliance,2018.0,100.0,1.1039,0.6820999999999999,Use outperforming Twin as benchmark
A00442,Clearview Integrated Health Collaborative,Maryland,2024,66874,0.03229,84.8412,-4.3763,-7.4278,1.3703,1.7296,1.0565,0.0858267586543087,0,LOW RISK,8.58,0.0193268600142754,1.9326860014275409,MODERATE SAVINGS,A03638,Blue Ridge Medical Collaborative,Oregon,2023,47.98856145335972,4.0488,True,0.4776000000000002,A03519,Lakeside Medical Group,California,2020,46.06321067716436,-0.3968,False,-3.968,A00433,Springfield Health Alliance Group,Colorado,2022,46.06321067716436,-0.3968,False,-3.968,A06990,Parkview Clinical Partners Collaborative,Missouri,2019,45.63583088106599,3.5712,False,0.0,A02655,Parkview Community Care Health System,Minnesota,2023,45.31695329324171,4.0536,True,0.4824000000000001,2.176,3.5712,2.18296048522516,4.0536,-0.3968,2,0.4,A02655,Parkview Community Care Health System,2023.0,45.31695329324171,4.0536,0.4824000000000001,Use outperforming Twin as benchmark
A00443,Metro Care Medical Center,Oregon,2024,13789,0.026879,84.5097,-3.0243,4.7218,1.4067,4.9461,5.9315,0.1335439564592179,0,LOW RISK,13.35,0.0100896455650776,1.008964556507762,MODERATE SAVINGS,A02020,Meadow Care Alliance Collaborative,Arizona,2023,100.0,1.2701,False,-0.4882000000000001,A00285,Springfield Physicians Medical Center,Michigan,2018,56.51624579237363,1.7583000000000002,False,0.0,A02671,Summit Wellness Network,Ohio,2023,56.51624579237363,1.7583000000000002,False,0.0,A06755,Fairview Health Alliance Collaborative,California,2020,53.717029014445615,-1.3913,False,-3.1496000000000004,A05669,Northstar Physician Network Care Network,Massachusetts,2020,53.36308614695889,2.9002,True,1.1419,1.25912,1.7583000000000002,1.26762314690985,2.9002,-1.3913,1,0.2,A05669,Northstar Physician Network Care Network,2020.0,53.36308614695889,2.9002,1.1419,Use outperforming Twin as benchmark
A00444,Brookside Medical Physician Alliance,Massachusetts,2024,13815,0.069119,90.9112,-2.3238,-7.1451,-4.4048,-6.2785,0.6412,0.139153026394004,0,LOW RISK,13.92,0.0411237075593595,4.112370755935954,HIGH SAVINGS,A03537,Cedar Health Partners Physician Alliance,Pennsylvania,2019,55.00375728900493,6.427199999999999,True,2.5291999999999994,A01345,Golden Valley Care Partners Alliance,Maryland,2022,53.78068631086708,5.2576,True,1.3595999999999997,A05244,Oakridge Care Group,Connecticut,2019,50.38756724646858,3.1779,False,-0.7201,A06386,Community Health Partners Medical Center,Massachusetts,2019,49.78913422021521,3.898,False,0.0,A05906,Horizon Healthcare Health System,North Carolina,2018,49.78913422021521,3.898,False,0.0,4.53174,3.898,4.578005592088339,6.427199999999999,3.1779,2,0.4,A03537,Cedar Health Partners Physician Alliance,2019.0,55.00375728900493,6.427199999999999,2.5291999999999994,Use outperforming Twin as benchmark
A00445,Stonebridge Healthcare Care Network,California,2024,28195,0.053785,67.1099,1.6941,0.2929,0.484,-1.8947,-8.8493,0.0942500210519088,0,LOW RISK,9.43,0.0120158485283327,1.2015848528332722,MODERATE SAVINGS,A06863,Meadow Medical Partners Physician Alliance,Tennessee,2022,100.0,0.6262,False,0.0,A05453,Springfield Health Alliance Alliance,Indiana,2022,57.229058873634834,2.1098,True,1.4835999999999998,A04355,Green Valley Provider Alliance Network,Texas,2023,57.229058873634834,2.1098,True,1.4835999999999998,A04762,WellSpring Health Network Health System,Arizona,2022,52.05534004733458,-0.8920000000000001,False,-1.5182000000000002,A01980,Unity Clinical Partners Health System,Indiana,2022,52.05534004733458,-0.8920000000000001,False,-1.5182000000000002,0.61236,0.6262,0.66308129236044,2.1098,-0.8920000000000001,2,0.4,A05453,Springfield Health Alliance Alliance,2022.0,57.229058873634834,2.1098,1.4835999999999998,Use outperforming Twin as benchmark
A00446,Beacon Care Partners Care Network,Ohio,2024,11277,0.041665,89.9075,1.714,6.2716,2.8977,8.293,3.0458,0.0769472482384016,0,LOW RISK,7.69,0.0313591829786654,3.135918297866549,HIGH SAVINGS,A05347,Blue Ridge Care Network Partners,Minnesota,2023,64.43837389798765,3.6752,False,0.0,A05230,Metro Care Network Association,Maryland,2022,61.07369201227375,3.7749,True,0.0996999999999997,A00483,Meadow Healthcare Partners,North Carolina,2020,61.07369201227375,3.7749,True,0.0996999999999997,A04340,Lakeside Health Network Association,Washington,2023,58.38160690822945,2.3512,False,-1.3239999999999998,A04526,Pioneer Care Partners Network,Massachusetts,2023,57.046454433215,3.244,False,-0.4312000000000003,3.36404,3.6752,3.37813549901293,3.7749,2.3512,2,0.4,A05230,Metro Care Network Association,2022.0,61.07369201227375,3.7749,0.0996999999999997,Use outperforming Twin as benchmark
A00447,Westfield Medical Group,Georgia,2024,50708,0.146501,90.7045,3.9024,-1.9547,1.6449,-7.6173,-0.5307,0.0664606681232526,0,LOW RISK,6.65,0.0887670979796604,8.876709797966043,HIGH SAVINGS,A01269,Heartland Health Alliance Group,New York,2019,40.837924063320266,8.3521,False,0.0,A05195,Metro Care Alliance Health System,Ohio,2022,40.837924063320266,8.3521,False,0.0,A02066,Metro Medical Partners Medical Center,Ohio,2023,38.72178154234302,10.5358,True,2.1836999999999995,A05905,Evergreen Medical Group Alliance,New Jersey,2019,38.72178154234302,10.5358,True,2.1836999999999995,A07294,Redwood Medical Collaborative,Minnesota,2022,37.09007881027984,7.2702,False,-1.0818999999999996,9.00919999999999,8.3521,9.00948793994614,10.5358,7.2702,2,0.4,A02066,Metro Medical Partners Medical Center,2023.0,38.72178154234302,10.5358,2.1836999999999995,Use outperforming Twin as benchmark
A00448,Crestview Care Medical Center,Ohio,2024,6582,0.049193,77.563,2.4788,-3.5529,-6.2889,-2.7521,-4.9724,0.0934823806244186,0,LOW RISK,9.35,0.0121302075365877,1.2130207536587734,MODERATE SAVINGS,A07104,Beacon Medical Group Care Network,Michigan,2022,100.0,-1.2266,False,-1.5805,A01797,Crestview Provider Alliance Collaborative,California,2018,57.1251846480131,-0.1866,False,-0.5405,A04170,Horizon Medical Partners,Florida,2021,54.96306937531892,0.3539,False,0.0,A04117,Mountain View Health Alliance Physician Alliance,Indiana,2023,53.875380719043946,1.0455,True,0.6916,A06784,Valley Health Alliance Medical Center,Indiana,2021,53.42287989197575,1.5177,True,1.1638,0.30078,0.3539,0.07369906076769,1.5177,-1.2266,2,0.4,A06784,Valley Health Alliance Medical Center,2021.0,53.42287989197575,1.5177,1.1638,Use outperforming Twin as benchmark
A00449,Fairview Care Alliance Health System,Connecticut,2024,20218,-0.024025,86.0861,2.0538,-2.1018,0.2974,4.3925,-0.5877,0.1192250833020465,0,LOW RISK,11.92,-0.0041061522670165,-0.4106152267016537,LOW SAVINGS,A02914,Meadow Medical Group Collaborative,Tennessee,2023,53.45836109745861,2.3231,False,0.0,A00301,Gateway Medical Group Alliance,Missouri,2021,53.45836109745861,2.3231,False,0.0,A04519,Riverbend Care Partners Care Network,North Carolina,2023,53.45836109745861,2.3231,False,0.0,A01452,Lakeside Physician Network Partners,Florida,2021,53.45836109745861,2.3231,False,0.0,A04459,Cedar Medical Partners Health System,Georgia,2020,53.45836109745861,2.3231,False,0.0,2.3231,2.3231,2.3231,2.3231,2.3231,0,0.0,,,,,,,Use TOP-5 Twin benchmark
A00450,Summit Wellness Association,Alabama,2024,6930,0.042184,73.9312,-0.0886,-0.0312,8.0136,8.1358,0.2658,0.1396533549147935,0,LOW RISK,13.97,0.0212215426093995,2.1221542609399595,MODERATE SAVINGS,A00859,Highland Care Network Association,Virginia,2022,55.51895125553741,1.7298999999999998,False,0.0,A05345,Parkview Care Health System,Wisconsin,2022,55.51895125553741,1.7298999999999998,False,0.0,A05053,Grandview Wellness Physician Alliance,Florida,2021,53.78780743606884,-1.2541,False,-2.984,A06665,Stonebridge Health Medical Center,Pennsylvania,2018,51.393151215034784,2.083,True,0.3531000000000003,A00458,Lakeside Care Collaborative,California,2021,50.94445669228711,2.6371,True,0.9072,1.38515999999999,1.7298999999999998,1.3700486350894598,2.6371,-1.2541,2,0.4,A00458,Lakeside Care Collaborative,2021.0,50.94445669228711,2.6371,0.9072,Use outperforming Twin as benchmark
A00451,Highland Clinical Partners Health System,Wisconsin,2024,22835,0.073469,84.179,4.9038,9.8344,1.1989,-0.6844,1.2041,0.0413796017497218,0,LOW RISK,4.14,0.0384990646470621,3.849906464706217,HIGH SAVINGS,A01297,Evergreen Health Care Network,New York,2019,100.0,3.6203,False,-0.0684000000000004,A00049,Community Health Partners Health System,Missouri,2019,54.46167555824135,4.201,True,0.5122999999999995,A02249,Community Health Alliance Medical Center,Massachusetts,2023,53.1554934576678,3.6887,False,0.0,A02863,Meadow Medical Medical Center,Arizona,2020,53.1554934576678,3.6887,False,0.0,A03347,Silverstone Healthcare Association,New York,2018,53.13595578400397,5.9782,True,2.2895,4.235379999999999,3.6887,4.14334023239673,5.9782,3.6203,2,0.4,A03347,Silverstone Healthcare Association,2018.0,53.13595578400397,5.9782,2.2895,Use outperforming Twin as benchmark
A00452,Oakridge Medical Partners Physician Alliance,Colorado,2024,15784,-0.040402,81.1965,-1.6801,4.5824,0.1545,-2.2207,1.9391,0.2950172580647556,1,HIGH RISK,29.5,-0.0298220813393865,-2.982208133938659,LOW SAVINGS,A05756,Clearview Health Collaborative Medical Center,Georgia,2020,100.0,-3.6558,False,0.0,A06659,Canyon Medical Group Association,Alabama,2023,100.0,-3.6558,False,0.0,A02335,Redwood Clinical Partners Partners,Alabama,2019,58.19949979179038,-5.0983,False,-1.4425,A05155,Mountain View Healthcare Collaborative,Massachusetts,2019,57.65556550019267,1.0559,True,4.7117,A04014,Oakridge Health Partners Collaborative,New York,2022,57.65556550019267,1.0559,True,4.7117,-2.05962,-3.6558,-2.4259590273063703,1.0559,-5.0983,2,0.4,A05155,Mountain View Healthcare Collaborative,2019.0,57.65556550019267,1.0559,4.7117,Use outperforming Twin as benchmark
A00453,Highland Integrated Health Health System,Connecticut,2024,9268,-0.003821,65.7032,5.7333,4.7162,-10.0,-6.17,-5.2075,0.3423209544251624,1,HIGH RISK,34.23,-0.0061013566985266,-0.6101356698526696,LOW SAVINGS,A07120,Unity Health Network Medical Center,Texas,2021,50.4061830025785,-1.4683,True,0.7729000000000001,A04285,WellSpring Wellness Physician Alliance,Florida,2018,50.4061830025785,-1.4683,True,0.7729000000000001,A02165,Clearview Clinical Partners Group,California,2020,43.57583021975994,-3.3817,False,-1.1404999999999998,A06665,Stonebridge Health Medical Center,Pennsylvania,2020,42.45326865155605,-3.6605,False,-1.4192999999999998,A05748,Riverbend Health Network Health System,Tennessee,2021,41.4293880443069,-2.2412,False,0.0,-2.444,-2.2412,-2.38153452132638,-1.4683,-3.6605,2,0.4,A07120,Unity Health Network Medical Center,2021.0,50.4061830025785,-1.4683,0.7729000000000001,Use outperforming Twin as benchmark
A00454,Cedar Medical Collaborative,Colorado,2024,26384,0.076302,95.3173,8.3089,2.6068,-0.572,-0.871,7.0726,0.019497123009446,0,LOW RISK,1.95,0.0728948390873277,7.289483908732771,HIGH SAVINGS,A07167,Lakeside Integrated Health Alliance,Pennsylvania,2023,100.0,8.842500000000001,True,3.4420000000000006,A01313,Blue Ridge Medical Medical Center,New York,2020,51.0177656789851,3.9566,False,-1.4439,A03096,Parkview Integrated Health Collaborative,Massachusetts,2022,50.26610476563047,6.529699999999999,True,1.1291999999999995,A03565,Fairview Health Partners Network,Illinois,2020,49.79207590530307,5.4005,False,0.0,A04346,Evergreen Medical Partners Physician Alliance,Minnesota,2020,49.79207590530307,5.4005,False,0.0,6.02595999999999,5.4005,6.48833888425278,8.842500000000001,3.9566,2,0.4,A07167,Lakeside Integrated Health Alliance,2023.0,100.0,8.842500000000001,3.4420000000000006,Use outperforming Twin as benchmark
A00456,Evergreen Health Partners Physician Alliance,Indiana,2024,27028,0.04895,94.6812,0.2726,-5.2828,-2.1487,2.7234,2.35,0.0964982417400366,0,LOW RISK,9.65,0.0421007206282406,4.21007206282406,HIGH SAVINGS,A02276,Heritage Medical Partners Medical Center,Florida,2022,58.0370379714326,5.1822,True,1.3912,A03544,Stonebridge Medical Partners,North Carolina,2019,54.89936465952243,3.791,False,0.0,A06987,Evergreen Health Collaborative,Pennsylvania,2021,54.89936465952243,3.791,False,0.0,A05446,WellSpring Clinical Partners Alliance,Illinois,2021,52.89478212033688,4.7497,True,0.9587,A03166,Stonebridge Medical Group Group,Texas,2021,51.033617320330286,2.2565,False,-1.5344999999999998,3.95408,3.791,3.98653817453479,5.1822,2.2565,2,0.4,A02276,Heritage Medical Partners Medical Center,2022.0,58.0370379714326,5.1822,1.3912,Use outperforming Twin as benchmark
A00457,Westfield Community Care Alliance,Washington,2024,15184,0.001834,82.1287,3.1784,-7.4268,-4.4273,-0.1968,6.3106,0.0983360523434828,0,LOW RISK,9.83,0.0166698610644849,1.6669861064484992,MODERATE SAVINGS,A02789,Highland Medical Partners Care Network,Alabama,2021,54.97743847982338,2.8102,True,1.6729999999999998,A03495,Mountain View Care Alliance Association,Oregon,2020,49.149280970355605,1.1372,False,0.0,A02487,Redwood Care Partners Network,Alabama,2022,49.149280970355605,1.1372,False,0.0,A06124,Northstar Care Alliance Association,Missouri,2020,49.149280970355605,1.1372,False,0.0,A00585,Pioneer Care Partners Physician Alliance,North Carolina,2022,48.017801787923645,1.5435,True,0.4063,1.55306,1.1372,1.58235858065673,2.8102,1.1372,2,0.4,A02789,Highland Medical Partners Care Network,2021.0,54.97743847982338,2.8102,1.6729999999999998,Use outperforming Twin as benchmark
A00458,Lakeside Care Collaborative,California,2024,7677,0.027836,80.8065,-0.531,10.5783,6.0844,2.5748,1.7413,0.099653945485386,0,LOW RISK,9.97,0.0019188416623423,0.1918841662342316,MODERATE SAVINGS,A06328,Maplewood Care Network Health System,Massachusetts,2019,58.053804242169385,0.4809,True,0.2014999999999999,A03032,Canyon Medical Group Group,Oregon,2019,57.03721207577021,0.688,True,0.4085999999999999,A02825,Maplewood Medical Partners,Virginia,2022,56.56168207461191,-0.4087,False,-0.6881,A03772,Pinnacle Medical Medical Center,Michigan,2018,56.30006248253135,0.2794,False,0.0,A05413,Silverstone Care Network Alliance,Tennessee,2019,56.30006248253135,0.2794,False,0.0,0.26379999999999,0.2794,0.26562055190053,0.688,-0.4087,2,0.4,A03032,Canyon Medical Group Group,2019.0,57.03721207577021,0.688,0.4085999999999999,Use outperforming Twin as benchmark
A00459,Heartland Medical Group Medical Center,Virginia,2024,6149,0.128015,80.0031,4.6615,7.8734,6.0841,1.0821,0.6295,0.0446174854325593,0,LOW RISK,4.46,0.0728496847388861,7.28496847388861,HIGH SAVINGS,A01879,Meadow Physicians Physician Alliance,Arizona,2023,50.918372723609565,7.628500000000001,False,0.0,A01223,Springfield Care Partners Association,New York,2022,50.918372723609565,7.628500000000001,False,0.0,A03985,Crestview Health Partners Alliance,Missouri,2022,50.918372723609565,7.628500000000001,False,0.0,A06881,Pinnacle Care Network Network,New York,2020,47.15847472518427,6.6747,False,-0.9538000000000004,A00616,Grandview Integrated Health Care Network,Washington,2023,47.00765397672668,5.6656,False,-1.9629000000000008,7.04516,7.628500000000001,7.072650396443871,7.628500000000001,5.6656,0,0.0,,,,,,,Use TOP-5 Twin benchmark
A00460,Valley Physician Network Care Network,Texas,2024,21773,0.016216,93.5827,-2.5184,7.0342,4.4633,4.7632,2.9677,0.1082555156688373,0,LOW RISK,10.83,0.0076516341126997,0.7651634112699792,MODERATE SAVINGS,A06810,Stonebridge Physician Network Association,California,2023,56.845941034322266,0.1633,False,0.0,A04465,Clearview Health Network Alliance,Florida,2020,56.845941034322266,0.1633,False,0.0,A05403,Golden Valley Healthcare Partners,Georgia,2022,54.41340077237241,0.0674,False,-0.0958999999999999,A00582,Fairview Health Collaborative Network,Arizona,2023,53.99763800934374,3.073,True,2.9097,A06162,Northstar Medical Partners Group,Pennsylvania,2020,53.99763800934374,3.073,True,2.9097,1.308,0.1633,1.28251399497972,3.073,0.0674,2,0.4,A00582,Fairview Health Collaborative Network,2023.0,53.99763800934374,3.073,2.9097,Use outperforming Twin as benchmark
A00461,Northstar Medical Group Physician Alliance,Indiana,2024,17133,0.008887,78.962,1.5665,-0.1698,-2.6775,-0.3652,1.3546,0.1232013094460242,0,LOW RISK,12.32,0.0080770922748424,0.8077092274842437,MODERATE SAVINGS,A00541,Canyon Clinical Partners Partners,New York,2018,100.0,0.6163,False,-0.3613,A02475,Crestview Care Group,Georgia,2019,61.33365174229435,0.9776,False,0.0,A04390,Lakeside Health Physician Alliance,North Carolina,2022,61.33365174229435,0.9776,False,0.0,A02242,Maplewood Health Medical Center,Arizona,2018,61.33365174229435,0.9776,False,0.0,A03184,Heritage Care Partners Network,North Carolina,2019,59.997321449317965,5.7064,True,4.7288,1.8511,0.9776,1.6973284127750998,5.7064,0.6163,1,0.2,A03184,Heritage Care Partners Network,2019.0,59.997321449317965,5.7064,4.7288,Use outperforming Twin as benchmark
A00462,WellSpring Healthcare Medical Center,Oregon,2024,4216,0.029817,78.8778,3.5906,-5.5783,-1.1557,1.9048,1.7781,0.1101864857775791,0,LOW RISK,11.02,0.0298012711227371,2.980127112273712,MODERATE SAVINGS,A04666,Riverbend Medical Medical Center,Florida,2018,61.075800536597065,5.4856,True,0.2345,A03285,Silverstone Health Partners Collaborative,Michigan,2020,61.075800536597065,5.4856,True,0.2345,A04440,Blue Ridge Health Network Physician Alliance,Florida,2019,57.28536406873467,5.2511,False,0.0,A06372,Grandview Health Alliance Association,Virginia,2019,55.7577220688128,2.7875,False,-2.4636,A04494,Evergreen Health Partners Health System,Texas,2019,53.34166304756262,1.5954,False,-3.6557,4.12104,5.2511,4.19847252007194,5.4856,1.5954,2,0.4,A04666,Riverbend Medical Medical Center,2018.0,61.075800536597065,5.4856,0.2345,Use outperforming Twin as benchmark
